id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
RS-LP-000001,"Leclerc","Georges Louis","Folkes","Martin",1741-07-18,"18 July 1741","","","L&P/1/1, Royal Society","","","RS-LP-000001.xml"
RS-MM-000001,"Liebig","Justus","Thudichum","JLW",1867-10-10,"10 October 1867","","","MM/1/1, Royal Society","","","RS-MM-000001.xml"
RS-LP-000002,"Bentinck","Charles","Folkes","Martin",1741-09-15,"15 September 1741","","","L&P/1/2, Royal Society","","","RS-LP-000002.xml"
RS-MM-000002,"Liebig","Justus","Thudichum","JLW",1868-06-01,"1 June 1868","","","MM/1/2, Royal Society","","","RS-MM-000002.xml"
RS-LP-000003,"Vigny","Pierre de","Sloane","Hans",1741-10-04,"04 October 1741","","","L&P/1/3, Royal Society","","","RS-LP-000003.xml"
RS-MM-000003,"Liebig","Justus","Thudichum","JLW",1869-08-08,"8 August 1869","","","MM/1/3, Royal Society","","","RS-MM-000003.xml"
RS-LP-000004,"Green","John","Mortimer","Cromwell",1741-10-04,"04 October 1741","","","L&P/1/11, Royal Society","","","RS-LP-000004.xml"
RS-MM-000004,"Liebig","Justus","Thudichum","LB",1870-03-06,"6 March 1870","","","MM/1/4, Royal Society","","","RS-MM-000004.xml"
RS-LP-000005,"Grive","Jean de la","Sloane","Hans",1741-01-01,"[1741]","","","L&P/1/13, Royal Society","","","RS-LP-000005.xml"
RS-MM-000005,"Davy","Humphry","Jacob","William",1820-07-04,"4 July 1820","","","MM/1/5, Royal Society","","","RS-MM-000005.xml"
RS-LP-000006,"Geekie","Alexander","Wray","Daniel",1941-01-01,"[1941]","","","L&P/1/14, Royal Society","","","RS-LP-000006.xml"
RS-MM-000006,"Howard","Luke","","",1841-03-26,"26 March 1841","","","MM/1/6, Royal Society","","","RS-MM-000006.xml"
RS-LP-000007,"Barlow","W","Stack","Thomas",1741-07-14,"14 July 1741","","","L&P/1/17, Royal Society","","","RS-LP-000007.xml"
RS-MM-000007,"Dalton","John","Gay-Lussac","Joseph Louis",1833-08-05,"5 Aug 1833","","","MM/1/7, Royal Society","","","RS-MM-000007.xml"
RS-MM-000008,"Dalton","John","Biot","Jean Baptiste",1833-08-05,"5 August 1833","","","MM/1/8, Royal Society","","","RS-MM-000008.xml"
RS-LP-000008,"Sloane","Hans","Royal Society","",1741-01-01,"[1741]","","","L&P/1/20, Royal Society","","","RS-LP-000008.xml"
RS-MM-000009,"Dalton","John","","",1835-07-14,"14 July 1835","","","MM/1/9, Royal Society","","","RS-MM-000009.xml"
RS-LP-000009,"Sloane","Hans","Folkes","Martin",1741-12-07,"07 December 1741","","","L&P/1/21, Royal Society","","","RS-LP-000009.xml"
RS-LP-000010,"Mason","Christopher","unknown recipient","",1741-12-28,"28 December 1741","","","L&P/1/29, Royal Society","","","RS-LP-000010.xml"
RS-MM-000010,"Dalton","John","Emmet","Major",1835-12-15,"15 December 1835","","","MM/1/10, Royal Society","","","RS-MM-000010.xml"
RS-LP-000011,"Milward","Edward","Folkes","Martin",1742-01-01,"[1742]","","","L&P/1/30, Royal Society","","","RS-LP-000011.xml"
RS-MM-000011,"Dalton","John","Emmet","Major",1836-02-13,"13 February 1836","","","MM/1/11, Royal Society","","","RS-MM-000011.xml"
RS-LP-000012,"Nourse","Edward","","",1741-01-07,"7 January 1741","","","L&P/1/32/1, Royal Society","","","RS-LP-000012.xml"
RS-MM-000012,"","","[the Bishop of Durham]","",1801-02-10,"10 February 1801","","","MM/1/12, Royal Society","","","RS-MM-000012.xml"
RS-LP-000013,"","","Eames","John",1741-01-20,"20 January 1741","","","L&P/1/35, Royal Society","","","RS-LP-000013.xml"
RS-MM-000013,"Newton","Isaac","Horsley","Samuel",1693-02-21,"21 February 1693","","","MM/1/14, Royal Society","","","RS-MM-000013.xml"
RS-LP-000014,"Sheldrake","Timothy","Mortimer","Cromwell",1741-01-19,"19 January 1741","","","L&P/1/36, Royal Society","","","RS-LP-000014.xml"
RS-MM-000014,"Boyle","Robert","Boyle","Robert",1692-03-23,"23 March 1692","","","MM/1/15, Royal Society","","","RS-MM-000014.xml"
RS-LP-000015,"Hales","Stephen","Folkes","Martin",1741-01-23,"23 January 1741","","","L&P/1/38, Royal Society","","","RS-LP-000015.xml"
RS-MM-000015,"Colby","Thomas Frederick","Gilbert","Davies",1830-06-17,"17 June 1830","","","MM/1/16, Royal Society","","","RS-MM-000015.xml"
RS-LP-000016,"Mostyn","Thomas","Royal Society","",1741-12-27,"27 December 1741","","","L&P/1/39, Royal Society","","","RS-LP-000016.xml"
RS-MM-000016,"Canton","John","Canton","John",1763-01-01,"1763","","","MM/1/17, Royal Society","","","RS-MM-000016.xml"
RS-LP-000017,"Segner","Johann Andreas von","Mortimer","Cromwell",1741-09-01,"1 September 1741","","","L&P/1/41, Royal Society","","","RS-LP-000017.xml"
RS-MM-000017,"Mather","Cotton","Waller","Richard",1715-03-10,"10 March 1715","","","MM/1/18, Royal Society","","","RS-MM-000017.xml"
RS-MM-000018,"Symmons","John","Banks","Joseph",1814-07-31,"31 July 1814","","","MM/1/19, Royal Society","","","RS-MM-000018.xml"
RS-LP-000018,"MacLaurin","Colin","Folkes","Martin",1741-01-26,"26 January 1741","","","L&P/1/43, Royal Society","","","RS-LP-000018.xml"
RS-MM-000019,"Symmons","John","Banks","Joseph",1814-08-22,"22 August 1814","","","MM/1/20, Royal Society","","","RS-MM-000019.xml"
RS-LP-000019,"Vigny","Pierre de","Folkes","Martin",1742-02-02,"2 February 1742","","","L&P/1/44, Royal Society","","","RS-LP-000019.xml"
RS-MM-000020,"Symmons","John","Banks","Joseph",1814-08-31,"31 August 1814","","","MM/1/21, Royal Society","","","RS-MM-000020.xml"
RS-LP-000020,"Cotton","H","Mead","Richard",1741-01-24,"24 January 1741","","","L&P/1/45, Royal Society","","","RS-LP-000020.xml"
RS-MM-000021,"Banks","Joseph","Polfield","Thomas",1778-12-14,"14 December 1778","","","MM/1/23, Royal Society","","","RS-MM-000021.xml"
RS-LP-000021,"Plant","Matthew","Bearcroft","",1741-09-30,"30 September 1741","","","L&P/1/50, Royal Society","","","RS-LP-000021.xml"
RS-MM-000022,"Banks","Joseph","Polfield","Thomas",1778-12-28,"28 December 1778","","","MM/1/24, Royal Society","","","RS-MM-000022.xml"
RS-LP-000022,"Cotton","H","Rumney","Dr",1741-02-03,"3 February 1741","","","L&P/1/52, Royal Society","","","RS-LP-000022.xml"
RS-MM-000023,"Banks","Joseph","John Monson","3rd Baron Monson",1801-04-15,"15 April 1801","","","MM/1/25, Royal Society","","","RS-MM-000023.xml"
RS-LP-000023,"Stocke","Leonard","Mortimer","Cromwell",1741-06-29,"29 June 1741","","","L&P/1/54/1, Royal Society","","","RS-LP-000023.xml"
RS-MM-000024,"Bonnet","Charles","Turton","John",1783-07-02,"2 July 1783","","","MM/1/27, Royal Society","","","RS-MM-000024.xml"
RS-LP-000024,"Miles","Henry","Eames","John",1741-01-01,"[1741]","","","L&P/1/55, Royal Society","","","RS-LP-000024.xml"
RS-MM-000025,"Bonnet","Charles","Turton","John",1783-07-02,"2 July 1783","","","MM/1/28, Royal Society","","","RS-MM-000025.xml"
RS-LP-000025,"Cotton","H","Mead","Richard",1741-02-22,"22 February 1741","","","L&P/1/59, Royal Society","","","RS-LP-000025.xml"
RS-MM-000026,"Banks","Joseph","Maty","Paul Henry",1784-03-29,"29 March 1784","","","MM/1/33, Royal Society","","","RS-MM-000026.xml"
RS-LP-000026,"Gordon","William","Mead","Samuel",1742-02-12,"12 February 1742","","","L&P/1/62, Royal Society","","","RS-LP-000026.xml"
RS-MM-000027,"Banks","Joseph","Banks","Joseph",1800-05-15,"15 May 1800","","","MM/1/36, Royal Society","","","RS-MM-000027.xml"
RS-LP-000027,"Wright","Thomas","Folkes","Martin",1741-02-25,"25 February 1741","","","L&P/1/63, Royal Society","","","RS-LP-000027.xml"
RS-LP-000028,"Hadley","George","Mortimer","Cromwell",1742-02-27,"27 February 1742","","","L&P/1/64, Royal Society","","","RS-LP-000028.xml"
RS-MM-000028,"Banks","Joseph","Banks","Joseph",,"nd","","","MM/1/38, Royal Society","","","RS-MM-000028.xml"
RS-LP-000029,"Bevis","John","","",1741-03-11,"11 March 1741","","","L&P/1/65, Royal Society","","","RS-LP-000029.xml"
RS-MM-000029,"Banks","Joseph","Joseph Banks","on the person being awarded the Copley Medal being mentioned in 'Philosophical Transactions'",,"nd","","","MM/1/39, Royal Society","","","RS-MM-000029.xml"
RS-MM-000030,"Banks","Joseph","Banks","Joseph",1800-05-15,"15 May 1800","","","MM/1/44, Royal Society","","","RS-MM-000030.xml"
RS-LP-000030,"Kops","Nicholaas Willem","Rixtel","John van",1741-03-06,"06 March 1741","","","L&P/1/65a, Royal Society","","","RS-LP-000030.xml"
RS-MM-000031,"Sharpey","William","Sharpey","William",1858-06-18,"18 June 1858","","","MM/1/49, Royal Society","","","RS-MM-000031.xml"
RS-LP-000031,"Wright","Thomas","Theobald","James",1742-03-11,"11 March 1742","","","L&P/1/65b, Royal Society","","","RS-LP-000031.xml"
RS-MM-000032,"Birch","Thomas","Swinton","John",1760-09-23,"23 September 1760","","","MM/1/51, Royal Society","","","RS-MM-000032.xml"
RS-LP-000032,"Wright","Thomas","Theobald","James",1742-03-11,"11 March 1742","","","L&P/1/65b/1, Royal Society","","","RS-LP-000032.xml"
RS-MM-000033,"Oldenburg","Henry","Oldenburg","Henry",1676-08-27,"27 August 1676","","","MM/1/52, Royal Society","","","RS-MM-000033.xml"
RS-LP-000033,"MacLaurin","Colin","Short","",1741-03-04,"4 March 1741","","","L&P/1/66, Royal Society","","","RS-LP-000033.xml"
RS-MM-000034,"Beaufort","Francis","Beaufort","Francis",1839-06-05,"5 June 1839","","","MM/1/53, Royal Society","","","RS-MM-000034.xml"
RS-LP-000034,"Simson","Robert","Machin","John",1742-03-01,"1 March 1742","","","L&P/1/67, Royal Society","","","RS-LP-000034.xml"
RS-MM-000035,"Richard H Schomburgk","British Guayana [Guiana]","","",1836-09-01,"September 1836","","","MM/1/54, Royal Society","","","RS-MM-000035.xml"
RS-LP-000035,"Maitland","William","","",1741-01-01,"[1741]","","","L&P/1/70, Royal Society","","","RS-LP-000035.xml"
RS-MM-000036,"Stebbing","Henry","Banks","Joseph",1783-12-31,"31 December 1783","","","MM/2/1, Royal Society","","","RS-MM-000036.xml"
RS-LP-000036,"","","Mortimer","Cromwell",1742-02-15,"15 February 1742","","","L&P/1/71, Royal Society","","","RS-LP-000036.xml"
RS-MM-000037,"Elliot","John Lettsom","Lettsom","John Coakley",1783-12-30,"30 December 1783","","","MM/2/2, Royal Society","","","RS-MM-000037.xml"
RS-LP-000037,"Watson","William","Folkes","Martin",1741-12-04,"4 December 1741","","","L&P/1/76, Royal Society","","","RS-LP-000037.xml"
RS-LP-000038,"Geoffroy","Claude Joseph","Hartley","David",1741-07-23,"23 July 1741","","","L&P/1/77, Royal Society","","","RS-LP-000038.xml"
RS-MM-000038,"Banks","Joseph","Banks","Joseph",1783-12-31,"31 December 1783","","","MM/2/3, Royal Society","","","RS-MM-000038.xml"
RS-LP-000039,"Spedding","Carlisle","Bart","James Lother",1740-11-14,"14 November 1740","","","L&P/1/78, Royal Society","","","RS-LP-000039.xml"
RS-MM-000039,"Kippis","Andrew","Banks","Joseph",1783-12-31,"31 December 1783","","","MM/2/4, Royal Society","","","RS-MM-000039.xml"
RS-LP-000040,"","","","",1742-02-17,"17 February 1742","","","L&P/1/83, Royal Society","","","RS-LP-000040.xml"
RS-MM-000040,"Rainsford","Charles","Banks","Joseph",1783-12-31,"31 December 1783","","","MM/2/5, Royal Society","","","RS-MM-000040.xml"
RS-LP-000041,"Milward","Edward","Mortimer","Cromwell",1742-04-26,"26 April 1742","","","L&P/1/84, Royal Society","","","RS-LP-000041.xml"
RS-MM-000041,"Pepys","Lucas","Banks","Joseph",1784-01-01,"1 January 1784","","","MM/2/6, Royal Society","","","RS-MM-000041.xml"
RS-LP-000042,"Beddington","Benjamin","Baker","Henry",1742-04-10,"10 April 1742","","","L&P/1/85, Royal Society","","","RS-LP-000042.xml"
RS-MM-000042,"Parker","John","Banks","Joseph",1784-01-01,"1 January 1784","","","MM/2/7, Royal Society","","","RS-MM-000042.xml"
RS-LP-000043,"Salvemini di Castiglione","Giovanni Francesco Mauro Melchiorre","Montagny","Joseph de",1742-01-01,"[1742]","","","L&P/1/86, Royal Society","","","RS-LP-000043.xml"
RS-MM-000043,"Duane","Matthew","Banks","Joseph",1783-12-31,"31 December 1783","","","MM/2/8, Royal Society","","","RS-MM-000043.xml"
RS-LP-000044,"Montagny","Joseph de","Salvemini di Castiglione","Giovanni Francesco Mauro Melchiorre",1742-01-01,"[1742]","","","L&P/1/87, Royal Society","","","RS-LP-000044.xml"
RS-MM-000044,"Brereton","Owen Salusbury","Banks","Joseph",1783-01-01,"c.1783","","","MM/2/9, Royal Society","","","RS-MM-000044.xml"
RS-LP-000045,"Lobb","Theophilus","Folkes","Martin",1742-04-15,"15 April 1742","","","L&P/1/90, Royal Society","","","RS-LP-000045.xml"
RS-MM-000045,"Ellis","George","Banks","Joseph",1886-05-31,"31 May 1886","","","MM/2/12, Royal Society","","","RS-MM-000045.xml"
RS-LP-000046,"Stocke","Leonard","Folkes","Martin",1742-04-26,"26 April 1742","","","L&P/1/91, Royal Society","","","RS-LP-000046.xml"
RS-MM-000046,"Basset","Francis","Banks","Joseph",1802-04-02,"2 April 1802","","","MM/2/14, Royal Society","","","RS-MM-000046.xml"
RS-LP-000047,"Stocke","Leonard","Royal Society","",1742-04-26,"26 April 1742","","","L&P/1/92, Royal Society","","","RS-LP-000047.xml"
RS-MM-000047,"Banks","Joseph","Banks","Joseph",1802-04-02,"2 April 1802","","","MM/2/15, Royal Society","","","RS-MM-000047.xml"
RS-MM-000048,"Banks","Joseph","Banks","Joseph",1802-04-01,"1 April 1802","","","MM/2/16, Royal Society","","","RS-MM-000048.xml"
RS-LP-000048,"Triewald","Martin","Mortimer","Cromwell",1741-10-12,"12 October 1741","","","L&P/1/93, Royal Society","","","RS-LP-000048.xml"
RS-MM-000049,"Banks","Joseph","Banks","Joseph",1802-04-01,"[April 1802]","","","MM/2/17, Royal Society","","","RS-MM-000049.xml"
RS-LP-000049,"Triewald","Martin","Mortimer","Cromwell",1741-12-16,"16 December 1741","","","L&P/1/94, Royal Society","","","RS-LP-000049.xml"
RS-LP-000050,"Huxham","John","Mortimer","Cromwell",1742-04-23,"23 April 1742","","","L&P/1/95, Royal Society","","","RS-LP-000050.xml"
RS-MM-000050,"Sinclair","John","Banks","Joseph",1802-04-03,"3 April 1802","","","MM/2/18, Royal Society","","","RS-MM-000050.xml"
RS-LP-000051,"Hollman","Samuel Christian","Mortimer","Cromwell",1742-01-01,"[1742]","","","L&P/1/96, Royal Society","","","RS-LP-000051.xml"
RS-MM-000051,"Banks","Joseph","Townley","Charles",1803-06-18,"18 June 1803","","","MM/2/24, Royal Society","","","RS-MM-000051.xml"
RS-LP-000052,"Hollman","Samuel Christian","Mortimer","Cromwell",1742-09-01,"1 September 1742","","","L&P/1/97, Royal Society","","","RS-LP-000052.xml"
RS-MM-000052,"","","Royal Society","",1802-04-01,"April 1802","","","MM/2/26, Royal Society","","","RS-MM-000052.xml"
RS-LP-000053,"Erhardt","Balthasar","Mortimer","Cromwell",1741-06-13,"13 June 1741","","","L&P/1/98, Royal Society","","","RS-LP-000053.xml"
RS-MM-000053,"Banks","Joseph","main committee","",1803-04-25,"25 April 1803","","","MM/2/27, Royal Society","","","RS-MM-000053.xml"
RS-LP-000054,"Lobb","Theophilus","Folkes","Martin",1742-05-31,"31 May 1742","","","L&P/1/103, Royal Society","","","RS-LP-000054.xml"
RS-MM-000054,"Banks","Joseph","Knight","Richard Payne",1803-05-18,"18 May 1803","","","MM/2/32, Royal Society","","","RS-MM-000054.xml"
RS-LP-000055,"Jurin","James","Royal Society","",1742-01-01,"[1742]","","","L&P/1/105, Royal Society","","","RS-LP-000055.xml"
RS-MM-000055,"Wilbraham","R","","",1803-01-01,"c.1803","","","MM/2/33, Royal Society","","","RS-MM-000055.xml"
RS-LP-000056,"Milward","Edward","Folkes","Martin",1742-01-01,"[1742]","","","L&P/1/106, Royal Society","","","RS-LP-000056.xml"
RS-MM-000056,"Townley","Charles","Wilbraham","R",1803-01-01,"c.1803","","","MM/2/34, Royal Society","","","RS-MM-000056.xml"
RS-LP-000057,"Petre","Robert James","Folkes","Martin",1742-06-24,"24 June 1742","","","L&P/1/109, Royal Society","","","RS-LP-000057.xml"
RS-MM-000057,"Banks","Joseph","Durham","Mr",1818-06-10,"10 June 1818","","","MM/2/35, Royal Society","","","RS-MM-000057.xml"
RS-MM-000058,"Banks","Joseph","Banks","Joseph",1803-01-01,"1803-1809","","","MM/2/36, Royal Society","","","RS-MM-000058.xml"
RS-LP-000058,"Lobb","Theophilus","Folkes","Martin",1742-06-30,"30 June 1742","","","L&P/1/112, Royal Society","","","RS-LP-000058.xml"
RS-MM-000059,"Banks","Joseph","Banks","Joseph",,"nd","","","MM/2/37, Royal Society","","","RS-MM-000059.xml"
RS-LP-000059,"Milward","Edward","Folkes","Martin",1742-01-01,"1742","","","L&P/1/113, Royal Society","","","RS-LP-000059.xml"
RS-MM-000060,"Banks","Joseph","Banks","Joseph",1816-03-05,"5 March 1816","","","MM/2/38, Royal Society","","","RS-MM-000060.xml"
RS-LP-000060,"Mortimer","Cromwell","Mortimer","Cromwell",1742-06-26,"26 June 1742","","","L&P/1/114, Royal Society","","","RS-LP-000060.xml"
RS-MM-000061,"Banks","Joseph","Banks","Joseph",1816-03-04,"4 March 1816","","","MM/2/39, Royal Society","","","RS-MM-000061.xml"
RS-LP-000061,"Lisle","Joseph Nicholas De","Bevis","John",1742-01-01,"[1742]","","","L&P/1/115, Royal Society","","","RS-LP-000061.xml"
RS-MM-000062,"Banks","Joseph","Banks","Joseph",1816-06-11,"11 June 1816","","","MM/2/40, Royal Society","","","RS-MM-000062.xml"
RS-LP-000062,"Zollman","Philip Henry","Mortimer","Cromwell",1742-06-17,"17 June 1742","","","L&P/1/116, Royal Society","","","RS-LP-000062.xml"
RS-MM-000063,"Banks","Joseph","Banks","Joseph",1816-06-17,"17 June 1816","","","MM/2/41, Royal Society","","","RS-MM-000063.xml"
RS-LP-000063,"Benjamin Boddington and others","","Royal Society","",1742-04-09,"9 April 1742","","","L&P/1/117, Royal Society","","","RS-LP-000063.xml"
RS-MM-000064,"Banks","Joseph","Westmacott","Richard",1816-06-20,"20 June 1816","","","MM/2/42, Royal Society","","","RS-MM-000064.xml"
RS-LP-000064,"Warrick","C","Royal Society","",1742-04-21,"21 April 1742","","","L&P/1/118/1, Royal Society","","","RS-LP-000064.xml"
RS-MM-000065,"Banks","Joseph","Banks","Joseph",1802-01-01,"[1802]","","","MM/2/45, Royal Society","","","RS-MM-000065.xml"
RS-LP-000065,"Middleton","Christopher","Sloane","Hans",1742-01-01,"1742","","","L&P/1/121, Royal Society","","","RS-LP-000065.xml"
RS-MM-000066,"Banks","Joseph","Banks","Joseph",1802-08-17,"17 August 1802","","","MM/2/46, Royal Society","","","RS-MM-000066.xml"
RS-LP-000066,"Collinson","Peter","Machin","John",1742-01-01,"1742","","","L&P/1/122, Royal Society","","","RS-LP-000066.xml"
RS-MM-000067,"Banks","Joseph","Banks","Joseph",1802-08-02,"2/13 August 1802","","","MM/2/48, Royal Society","","","RS-MM-000067.xml"
RS-LP-000067,"Glass","Thomas","Mead","Richard",1742-08-20,"20 August 1742","","","L&P/1/124, Royal Society","","","RS-LP-000067.xml"
RS-LP-000068,"Makowski","Samuel Benoit","President of the Royal Society","",1742-09-04,"4 September 1742","","","L&P/1/126, Royal Society","","","RS-LP-000068.xml"
RS-MM-000068,"Banks","Joseph","Banks","Joseph",1802-05-10,"10 May 1802","","","MM/2/49, Royal Society","","","RS-MM-000068.xml"
RS-LP-000069,"Huxham","John","Stack","Thomas",1742-01-01,"1742","","","L&P/1/127, Royal Society","","","RS-LP-000069.xml"
RS-MM-000069,"Banks","Joseph","Banks","Joseph",1802-04-07,"7 April 1802","","","MM/2/50, Royal Society","","","RS-MM-000069.xml"
RS-MM-000070,"Banks","Joseph","Banks","Joseph",1802-09-14,"14 September 1802","","","MM/2/51, Royal Society","","","RS-MM-000070.xml"
RS-LP-000070,"Gronovius","John Frid","Collinson","Peter",1742-01-01,"1742","","","L&P/1/131, Royal Society","","","RS-LP-000070.xml"
RS-MM-000071,"Banks","Joseph","","",1802-01-01,"1802-1809","","","MM/2/52, Royal Society","","","RS-MM-000071.xml"
RS-LP-000071,"Short","Thomas","Mortimer","Cromwell",1742-08-02,"2 August 1742","","","L&P/1/132, Royal Society","","","RS-LP-000071.xml"
RS-MM-000072,"Banks","Joseph","Burgh","John Smith De",1778-10-21,"21 October 1778","","","MM/3/1, Royal Society","","","RS-MM-000072.xml"
RS-LP-000072,"Wakefield","Thomas","Secretary of the Royal Society","",1742-08-28,"28 August 1742","","","L&P/1/133, Royal Society","","","RS-LP-000072.xml"
RS-MM-000073,"Banks","Joseph","Banks","Joseph",1784-03-09,"9 March 1784","","","MM/3/2, Royal Society","","","RS-MM-000073.xml"
RS-LP-000073,"Kersseboom","Willam","Mortimer","Cromwell",1742-09-18,"18 September 1742","","","L&P/1/134, Royal Society","","","RS-LP-000073.xml"
RS-MM-000074,"Banks","Joseph","Banks","Joseph",1784-06-09,"9 June 1784","","","MM/3/3, Royal Society","","","RS-MM-000074.xml"
RS-LP-000074,"Latham","Ebenezer","Mortimer","Cromwell",1742-07-08,"8 July 1742","","","L&P/1/135/1, Royal Society","","","RS-LP-000074.xml"
RS-MM-000075,"Beche","Henry Thomas de la","Hudson","James",1834-11-23,"23 November 1834","","","MM/3/7, Royal Society","","","RS-MM-000075.xml"
RS-LP-000075,"","","a Friend of the Royal Society","",1742-11-20,"20 November 1742","","","L&P/1/136, Royal Society","","","RS-LP-000075.xml"
RS-MM-000076,"Children","John George","Gilbert","Davies",1784-11-24,"24 November 1784","","","MM/3/8, Royal Society","","","RS-MM-000076.xml"
RS-LP-000076,"Haller","Albrecht von","Royal Society","",1742-08-01,"August 1742","","","L&P/1/138, Royal Society","","","RS-LP-000076.xml"
RS-MM-000077,"Sabine","Edward","Daniell","John Frederic",1844-02-02,"2 February 1844","","","MM/3/9, Royal Society","","","RS-MM-000077.xml"
RS-LP-000077,"Martyn","John","Folkes","Martin",1742-11-23,"23 November 1742","","","L&P/1/139, Royal Society","","","RS-LP-000077.xml"
RS-LP-000078,"Campbell","Robert","Mortimer","Cromwell",1742-12-01,"1 December 1742","","","L&P/1/140, Royal Society","","","RS-LP-000078.xml"
RS-MM-000078,"Parsons","James","Parker","George",1761-12-28,"28 December 1761","","","MM/3/10, Royal Society","","","RS-MM-000078.xml"
RS-LP-000079,"Baster","Job","Sloane","Hans",1742-01-01,"1742","","","L&P/1/142, Royal Society","","","RS-LP-000079.xml"
RS-MM-000079,"","","Royal Society","",1819-05-20,"20 May 1819","","","MM/3/11, Royal Society","","","RS-MM-000079.xml"
RS-LP-000080,"Gruwy","Samuel","Machin","John",1742-01-20,"20 January 1742","","","L&P/1/147, Royal Society","","","RS-LP-000080.xml"
RS-MM-000080,"Wolf","Nathaniel Matthew","Horsley","Samuel",1778-06-09,"9 June 1778","","","MM/3/12, Royal Society","","","RS-MM-000080.xml"
RS-LP-000081,"Meerman","Gerard","Sloane","Hans",1742-11-20,"20 November 1742","","","L&P/1/148, Royal Society","","","RS-LP-000081.xml"
RS-MM-000081,"Dalrymple","Alexander","Morton","Charles",1767-12-07,"7 December 1767","","","MM/3/14, Royal Society","","","RS-MM-000081.xml"
RS-LP-000082,"Theodoricus Pedrini and Antonius Gogeisl","","Hodgson","John",1742-11-08,"8 November 1742","","","L&P/1/153, Royal Society","","","RS-LP-000082.xml"
RS-MM-000082,"Magellan","John Hyacinth de","Wolf","Nathaniel Matthew",1778-01-22,"22 January 1778","","","MM/3/16, Royal Society","","","RS-MM-000082.xml"
RS-LP-000083,"Cat","Claude Nicholas Le","Mortimer","Cromwell",1742-11-25,"25 November 1742","","","L&P/1/157, Royal Society","","","RS-LP-000083.xml"
RS-MM-000083,"Magellan","John Hyacinth de","Wolf","Nathaniel Matthew",1778-03-23,"23 March 1778","","","MM/3/17, Royal Society","","","RS-MM-000083.xml"
RS-LP-000084,"Nesbitt","Robert","Machin","John",1742-02-17,"17 February 1742","","","L&P/1/161, Royal Society","","","RS-LP-000084.xml"
RS-MM-000084,"Baster","Job","Ellis","John",1761-06-18,"18 June 1761","","","MM/3/18, Royal Society","","","RS-MM-000084.xml"
RS-LP-000085,"Stocke","Leonard","Royal Society","",1742-02-12,"12 February 1742","","","L&P/1/162, Royal Society","","","RS-LP-000085.xml"
RS-MM-000085,"Lind","James","Directors of the East India Company","",1778-11-17,"17 November 1778","","","MM/3/19, Royal Society","","","RS-MM-000085.xml"
RS-LP-000086,"Carnabe","Peter","Lawson","",1743-02-16,"16 February 1743","","","L&P/1/166, Royal Society","","","RS-LP-000086.xml"
RS-MM-000086,"Lind","James","Royal Society","",1778-11-19,"19 November 1778","","","MM/3/20, Royal Society","","","RS-MM-000086.xml"
RS-LP-000087,"Needham","John Turberville","Parsons","James",1742-01-01,"1742","","","L&P/1/167, Royal Society","","","RS-LP-000087.xml"
RS-MM-000087,"","","John Boddington","Secretary of the Board of Ordnance",1777-06-20,"20 June 1777","","","MM/3/21, Royal Society","","","RS-MM-000087.xml"
RS-MM-000088,"","George III, King of Great Britain and Ireland","Banks","Joseph",1789-03-31,"31 March 1789","","","MM/3/24, Royal Society","","","RS-MM-000088.xml"
RS-LP-000088,"Jallabert","Jean","Sloane","Hans",1742-06-04,"4 June 1742","","","L&P/1/168, Royal Society","","","RS-LP-000088.xml"
RS-MM-000089,"Banks","Joseph","Banks","Joseph",1789-04-12,"12 April 1789","","","MM/3/25, Royal Society","","","RS-MM-000089.xml"
RS-LP-000089,"","","Sloane","Hans",1742-12-12,"12 December 1742","","","L&P/1/170, Royal Society","","","RS-LP-000089.xml"
RS-LP-000090,"Parsons","James","Machin","John",1742-02-27,"27 February 1742","","","L&P/1/172, Royal Society","","","RS-LP-000090.xml"
RS-MM-000090,"","","Royal Society","",1789-12-25,"25 December 1789","","","MM/3/26, Royal Society","","","RS-MM-000090.xml"
RS-LP-000091,"Smart","Mrs","her son","",1742-01-01,"1742","","","L&P/1/173, Royal Society","","","RS-LP-000091.xml"
RS-MM-000091,"Banks","Joseph","Banks","Joseph",1790-01-30,"30 January 1790","","","MM/3/27, Royal Society","","","RS-MM-000091.xml"
RS-LP-000092,"Maupertuis","Pierre Louis Moreau de","unknown recipient","",1742-02-06,"6 February 1742","","","L&P/1/174, Royal Society","","","RS-LP-000092.xml"
RS-MM-000092,"","","Royal Society","",1790-02-08,"8 February 1790","","","MM/3/28, Royal Society","","","RS-MM-000092.xml"
RS-LP-000093,"MacLaurin","Colin","Folkes","Martin",1743-02-05,"5 February 1743","","","L&P/1/176, Royal Society","","","RS-LP-000093.xml"
RS-MM-000093,"Banks","Joseph","Banks","Joseph",,"unknown","","","MM/3/29, Royal Society","","","RS-MM-000093.xml"
RS-LP-000094,"Mackay","","MacLaurin","Colin",1742-01-01,"1742","","","L&P/1/177/1, Royal Society","","","RS-LP-000094.xml"
RS-MM-000094,"Ramsden","Jesse","Roy","William",1790-05-13,"13 May 1790","","","MM/3/30, Royal Society","","","RS-MM-000094.xml"
RS-LP-000095,"Cook","Benjamin","Collinson","Peter",1742-10-04,"4 October 1742","","","L&P/1/178, Royal Society","","","RS-LP-000095.xml"
